product_id,product_name,category,subcategory,cost_price_cents,retail_price_cents,weight_kg,sku,created_at
PROD_00000218,Snacks - Balanced demand-driven structure,Food & Gourmet,Snacks,464,1159,1.58,SKU-FOO-00218,2023-04-11
PROD_00000219,Organic - Implemented next generation customer loyalty,Food & Gourmet,Organic,1234,3160,0.59,SKU-FOO-00219,2020-11-11
PROD_00000220,Smartwatches - Business-focused next generation challenge,Electronics,Smartwatches,698,1711,0.58,SKU-ELE-00220,2024-09-01
PROD_00000221,Decor - Implemented background database,Home & Garden,Decor,805,1391,3.93,SKU-HOM-00221,2021-12-06
PROD_00000222,Furniture - Balanced bottom-line interface,Home & Garden,Furniture,1992,5546,0.23,SKU-HOM-00222,2020-12-29
PROD_00000223,Garden Tools - Business-focused impactful protocol,Home & Garden,Garden Tools,377,598,2.26,SKU-HOM-00223,2023-09-26
PROD_00000224,Fiction - Visionary eco-centric protocol,Books,Fiction,209,290,1.37,SKU-BOO-00224,2024-12-31
PROD_00000225,Haircare - User-centric empowering website,Beauty,Haircare,1325,3338,2.71,SKU-BEA-00225,2020-10-29
PROD_00000226,Fragrance - Reduced 6thgeneration customer loyalty,Beauty,Fragrance,1301,2742,1.23,SKU-BEA-00226,2023-06-01
PROD_00000227,Coffee & Tea - Multi-lateral scalable synergy,Food & Gourmet,Coffee & Tea,705,1934,2.21,SKU-FOO-00227,2020-11-11
PROD_00000228,Tablets - Re-contextualized dynamic frame,Electronics,Tablets,343,669,0.78,SKU-ELE-00228,2021-08-30
PROD_00000229,Fiction - Decentralized mobile software,Books,Fiction,403,639,1.57,SKU-BOO-00229,2024-11-02
PROD_00000230,Gift Baskets - Polarized user-facing product,Food & Gourmet,Gift Baskets,112,304,2.69,SKU-FOO-00230,2021-04-06
PROD_00000231,Fiction - Ergonomic demand-driven forecast,Books,Fiction,1227,2740,1.92,SKU-BOO-00231,2019-10-24
PROD_00000232,Organic - Universal systemic projection,Food & Gourmet,Organic,1185,1921,2.41,SKU-FOO-00232,2022-06-07
PROD_00000233,Bedding - Focused web-enabled strategy,Home & Garden,Bedding,108,272,0.65,SKU-HOM-00233,2024-11-22
PROD_00000234,Coffee & Tea - Self-enabling 6thgeneration task-force,Food & Gourmet,Coffee & Tea,960,2082,0.91,SKU-FOO-00234,2023-09-25
PROD_00000235,Running - Triple-buffered logistical budgetary management,Sports,Running,604,1405,0.93,SKU-SPO-00235,2024-07-17
PROD_00000236,Cycling - Reactive uniform collaboration,Sports,Cycling,145,302,1.25,SKU-SPO-00236,2019-11-26
PROD_00000237,Team Sports - Cross-platform responsive monitoring,Sports,Team Sports,120,325,6.41,SKU-SPO-00237,2022-03-01
PROD_00000238,Skincare - Diverse background website,Beauty,Skincare,586,1588,1.16,SKU-BEA-00238,2024-03-05
PROD_00000239,Running - Networked static adapter,Sports,Running,271,679,0.53,SKU-SPO-00239,2020-01-17
PROD_00000240,Tablets - Optional static core,Electronics,Tablets,2489,3681,2.83,SKU-ELE-00240,2024-12-25
PROD_00000241,Cameras - Re-contextualized composite definition,Electronics,Cameras,1045,2848,6.34,SKU-ELE-00241,2021-04-22
PROD_00000242,Furniture - Cloned multi-tasking implementation,Home & Garden,Furniture,647,1579,0.47,SKU-HOM-00242,2025-05-06
PROD_00000243,Men's Shirts - Persistent scalable secured line,Clothing,Men's Shirts,680,1689,11.86,SKU-CLO-00243,2020-01-31
PROD_00000244,Gift Baskets - Programmable bifurcated service-desk,Food & Gourmet,Gift Baskets,1526,2925,2.5,SKU-FOO-00244,2020-03-25
PROD_00000245,Building Sets - Configurable stable workforce,Toys,Building Sets,940,2627,4.64,SKU-TOY-00245,2022-09-16
PROD_00000246,Textbooks - Assimilated needs-based website,Books,Textbooks,664,1681,7.15,SKU-BOO-00246,2024-06-09
PROD_00000247,Fiction - Centralized coherent encoding,Books,Fiction,151,225,4.36,SKU-BOO-00247,2022-08-01
PROD_00000248,Kitchen - Quality-focused next generation encoding,Home & Garden,Kitchen,8620,17181,1.48,SKU-HOM-00248,2022-07-21
PROD_00000249,Nail Care - Open-architected object-oriented software,Beauty,Nail Care,133,373,5.57,SKU-BEA-00249,2024-08-29
PROD_00000250,Comics - Polarized 24hour throughput,Books,Comics,295,407,2.13,SKU-BOO-00250,2025-04-05
PROD_00000251,Garden Tools - Synergistic client-driven website,Home & Garden,Garden Tools,77,225,4.91,SKU-HOM-00251,2022-07-17
PROD_00000252,Skincare - Synchronized heuristic knowledge user,Beauty,Skincare,691,1696,5.47,SKU-BEA-00252,2024-01-24
PROD_00000253,Team Sports - Robust foreground encoding,Sports,Team Sports,469,1113,0.55,SKU-SPO-00253,2019-07-05
PROD_00000254,Fragrance - Multi-channeled interactive function,Beauty,Fragrance,867,1525,3.65,SKU-BEA-00254,2022-05-18
PROD_00000255,Fragrance - Future-proofed stable architecture,Beauty,Fragrance,70,120,1.37,SKU-BEA-00255,2022-12-08
PROD_00000256,Textbooks - Cloned real-time projection,Books,Textbooks,1227,3560,1.89,SKU-BOO-00256,2019-09-10
PROD_00000257,Team Sports - Synergized content-based hardware,Sports,Team Sports,179,323,1.87,SKU-SPO-00257,2019-01-19
PROD_00000258,Textbooks - Implemented zero-defect knowledge user,Books,Textbooks,347,908,1.8,SKU-BOO-00258,2022-03-05
PROD_00000259,Women's Dresses - Team-oriented contextually-based model,Clothing,Women's Dresses,1024,2015,7.56,SKU-CLO-00259,2019-08-11
PROD_00000260,Furniture - Object-based dynamic parallelism,Home & Garden,Furniture,523,803,0.42,SKU-HOM-00260,2019-01-03
PROD_00000261,Smartwatches - Re-contextualized tangible infrastructure,Electronics,Smartwatches,562,740,0.29,SKU-ELE-00261,2022-06-13
PROD_00000262,Fiction - Diverse fault-tolerant workforce,Books,Fiction,897,1996,0.24,SKU-BOO-00262,2021-05-03
PROD_00000263,Men's Shirts - Ameliorated stable complexity,Clothing,Men's Shirts,619,1831,4.8,SKU-CLO-00263,2023-01-28
PROD_00000264,Cycling - Focused motivating standardization,Sports,Cycling,286,551,0.76,SKU-SPO-00264,2019-08-16
PROD_00000265,Non-Fiction - Fundamental regional circuit,Books,Non-Fiction,341,650,1.88,SKU-BOO-00265,2023-08-05
PROD_00000266,Bedding - Centralized directional archive,Home & Garden,Bedding,498,938,1.47,SKU-HOM-00266,2020-05-13
PROD_00000267,Makeup - Phased scalable hardware,Beauty,Makeup,164,358,0.68,SKU-BEA-00267,2024-02-29
PROD_00000268,Smartphones - Secured asynchronous firmware,Electronics,Smartphones,1092,2237,3.86,SKU-ELE-00268,2024-07-08
PROD_00000269,Running - Inverse 24/7 portal,Sports,Running,538,1504,1.45,SKU-SPO-00269,2022-03-08
PROD_00000270,Headphones - Balanced radical project,Electronics,Headphones,434,937,1.3,SKU-ELE-00270,2022-07-23
PROD_00000271,Sauces - Assimilated solution-oriented core,Food & Gourmet,Sauces,1329,2874,2.08,SKU-FOO-00271,2025-05-27
PROD_00000272,Gift Baskets - Secured systematic hierarchy,Food & Gourmet,Gift Baskets,357,548,3.39,SKU-FOO-00272,2021-12-12
PROD_00000273,Skincare - Visionary mission-critical challenge,Beauty,Skincare,336,998,0.63,SKU-BEA-00273,2020-12-15
PROD_00000274,Running - Programmable homogeneous pricing structure,Sports,Running,248,427,3.95,SKU-SPO-00274,2021-08-05
PROD_00000275,Fiction - Front-line reciprocal Graphical User Interface,Books,Fiction,568,809,7.03,SKU-BOO-00275,2021-05-19
PROD_00000276,Fiction - Front-line object-oriented productivity,Books,Fiction,549,1332,0.4,SKU-BOO-00276,2021-12-06
PROD_00000277,Children's - Cross-group 4thgeneration info-mediaries,Books,Children's,207,478,2.18,SKU-BOO-00277,2019-04-04
PROD_00000278,Fragrance - Universal mission-critical definition,Beauty,Fragrance,337,675,1.22,SKU-BEA-00278,2020-07-13
PROD_00000279,Laptops - Face-to-face didactic model,Electronics,Laptops,208,419,3.32,SKU-ELE-00279,2023-11-11
PROD_00000280,Dolls - Enterprise-wide leadingedge info-mediaries,Toys,Dolls,199,524,0.49,SKU-TOY-00280,2025-03-10
PROD_00000281,Fitness Equipment - Intuitive didactic task-force,Sports,Fitness Equipment,71,115,8.41,SKU-SPO-00281,2020-03-11
PROD_00000282,Coffee & Tea - Implemented needs-based secured line,Food & Gourmet,Coffee & Tea,320,862,0.33,SKU-FOO-00282,2021-05-01
PROD_00000283,Garden Tools - Business-focused context-sensitive solution,Home & Garden,Garden Tools,73,175,1.29,SKU-HOM-00283,2019-07-24
PROD_00000284,Fiction - Innovative object-oriented info-mediaries,Books,Fiction,253,509,2.55,SKU-BOO-00284,2022-01-04
PROD_00000285,Tablets - Object-based multi-state pricing structure,Electronics,Tablets,218,453,0.83,SKU-ELE-00285,2019-03-18
PROD_00000286,Smartphones - Re-engineered tertiary concept,Electronics,Smartphones,1155,2005,0.71,SKU-ELE-00286,2021-03-26
PROD_00000287,Tablets - Front-line next generation hierarchy,Electronics,Tablets,146,376,2.06,SKU-ELE-00287,2021-02-06
PROD_00000288,Bedding - Reactive grid-enabled success,Home & Garden,Bedding,188,408,1.78,SKU-HOM-00288,2019-04-16
PROD_00000289,Action Figures - Managed user-facing contingency,Toys,Action Figures,275,507,1.66,SKU-TOY-00289,2024-11-05
PROD_00000290,Dolls - Assimilated asynchronous ability,Toys,Dolls,225,520,3.89,SKU-TOY-00290,2023-10-13
PROD_00000291,Sauces - Synergized bifurcated productivity,Food & Gourmet,Sauces,1586,4746,1.11,SKU-FOO-00291,2023-01-05
PROD_00000292,Children's - Total system-worthy workforce,Books,Children's,129,263,2.27,SKU-BOO-00292,2019-09-02
PROD_00000293,Decor - Synergized high-level service-desk,Home & Garden,Decor,276,790,0.99,SKU-HOM-00293,2022-11-06
PROD_00000294,Dolls - Integrated exuding time-frame,Toys,Dolls,562,1060,0.71,SKU-TOY-00294,2021-09-08
PROD_00000295,Cameras - Integrated neutral function,Electronics,Cameras,973,1355,1.24,SKU-ELE-00295,2023-10-03
PROD_00000296,Lighting - Pre-emptive radical circuit,Home & Garden,Lighting,275,452,1.0,SKU-HOM-00296,2019-05-22
PROD_00000297,Gift Baskets - Adaptive local flexibility,Food & Gourmet,Gift Baskets,59,118,1.05,SKU-FOO-00297,2021-06-11
PROD_00000298,Running - Centralized high-level benchmark,Sports,Running,347,580,5.29,SKU-SPO-00298,2022-10-23
PROD_00000299,Nail Care - Upgradable system-worthy neural-net,Beauty,Nail Care,1559,2027,1.28,SKU-BEA-00299,2020-06-28
PROD_00000300,Snacks - Persistent 24/7 core,Food & Gourmet,Snacks,534,1524,0.85,SKU-FOO-00300,2025-01-08
PROD_00000301,Outdoor Gear - Synergistic client-driven concept,Sports,Outdoor Gear,511,1397,1.7,SKU-SPO-00301,2023-01-09
PROD_00000302,Building Sets - Customer-focused uniform projection,Toys,Building Sets,139,356,1.83,SKU-TOY-00302,2021-02-01
PROD_00000303,Activewear - Organized logistical groupware,Clothing,Activewear,125,198,0.5,SKU-CLO-00303,2020-09-15
PROD_00000304,Snacks - Seamless reciprocal application,Food & Gourmet,Snacks,410,616,1.22,SKU-FOO-00304,2020-10-17
PROD_00000305,Garden Tools - Devolved grid-enabled time-frame,Home & Garden,Garden Tools,96,135,1.18,SKU-HOM-00305,2022-06-01
PROD_00000306,Dolls - Function-based value-added product,Toys,Dolls,881,2229,1.39,SKU-TOY-00306,2019-02-12
PROD_00000307,Action Figures - Right-sized multi-tasking encoding,Toys,Action Figures,173,498,3.41,SKU-TOY-00307,2025-04-30
PROD_00000308,Building Sets - Re-engineered asynchronous algorithm,Toys,Building Sets,393,798,1.89,SKU-TOY-00308,2021-10-23
PROD_00000309,Women's Dresses - Expanded context-sensitive ability,Clothing,Women's Dresses,61,91,5.63,SKU-CLO-00309,2023-07-19
PROD_00000310,Jackets - Team-oriented even-keeled benchmark,Clothing,Jackets,272,590,1.63,SKU-CLO-00310,2022-07-15
PROD_00000311,Fiction - Up-sized actuating emulation,Books,Fiction,123,232,9.74,SKU-BOO-00311,2020-08-18
PROD_00000312,Building Sets - Sharable mobile capacity,Toys,Building Sets,39,75,1.04,SKU-TOY-00312,2021-10-09
PROD_00000313,Activewear - Profound well-modulated architecture,Clothing,Activewear,693,1632,0.76,SKU-CLO-00313,2025-02-02
PROD_00000314,Lighting - Centralized coherent system engine,Home & Garden,Lighting,2082,5250,2.85,SKU-HOM-00314,2024-10-11
PROD_00000315,Organic - Right-sized logistical conglomeration,Food & Gourmet,Organic,1248,1857,6.45,SKU-FOO-00315,2021-08-15
PROD_00000316,Smartphones - Right-sized global knowledge user,Electronics,Smartphones,797,1084,0.42,SKU-ELE-00316,2020-07-14
PROD_00000317,Makeup - Inverse heuristic budgetary management,Beauty,Makeup,266,795,1.35,SKU-BEA-00317,2022-08-23
PROD_00000318,Furniture - Distributed intermediate data-warehouse,Home & Garden,Furniture,903,1531,0.9,SKU-HOM-00318,2022-08-05
PROD_00000319,Board Games - Persistent analyzing project,Toys,Board Games,1371,1907,1.9,SKU-TOY-00319,2023-12-27
PROD_00000320,Dolls - Centralized modular task-force,Toys,Dolls,462,749,1.67,SKU-TOY-00320,2023-03-31
PROD_00000321,Laptops - Robust interactive throughput,Electronics,Laptops,123,168,6.33,SKU-ELE-00321,2021-04-29
PROD_00000322,Jeans - Streamlined value-added data-warehouse,Clothing,Jeans,244,479,1.48,SKU-CLO-00322,2022-07-02
PROD_00000323,Decor - Expanded tangible adapter,Home & Garden,Decor,2214,5898,6.52,SKU-HOM-00323,2023-03-14
PROD_00000324,Shoes - Enterprise-wide cohesive hardware,Clothing,Shoes,374,703,1.2,SKU-CLO-00324,2023-12-20
PROD_00000325,Jeans - Customer-focused maximized info-mediaries,Clothing,Jeans,14,28,4.16,SKU-CLO-00325,2023-10-08
PROD_00000326,Fiction - Optimized intermediate monitoring,Books,Fiction,92,225,2.07,SKU-BOO-00326,2020-08-28
PROD_00000327,Cameras - Secured reciprocal conglomeration,Electronics,Cameras,263,569,9.3,SKU-ELE-00327,2023-01-26
PROD_00000328,Lighting - Decentralized composite matrix,Home & Garden,Lighting,1136,3140,0.38,SKU-HOM-00328,2022-07-18
PROD_00000329,Children's - Horizontal intangible complexity,Books,Children's,307,851,0.51,SKU-BOO-00329,2021-01-15
PROD_00000330,Outdoor Gear - Cross-platform demand-driven data-warehouse,Sports,Outdoor Gear,1157,1523,10.29,SKU-SPO-00330,2020-07-11
PROD_00000331,Team Sports - Innovative high-level orchestration,Sports,Team Sports,238,624,0.79,SKU-SPO-00331,2024-10-12
PROD_00000332,Coffee & Tea - Universal grid-enabled open architecture,Food & Gourmet,Coffee & Tea,56,116,0.84,SKU-FOO-00332,2021-07-30
PROD_00000333,Smartphones - Enhanced scalable process improvement,Electronics,Smartphones,246,733,0.69,SKU-ELE-00333,2025-04-15
PROD_00000334,Textbooks - Multi-layered hybrid hardware,Books,Textbooks,569,1207,5.2,SKU-BOO-00334,2022-06-23
PROD_00000335,Bedding - Object-based cohesive architecture,Home & Garden,Bedding,524,1560,0.47,SKU-HOM-00335,2021-07-28
PROD_00000336,Tablets - Reduced composite policy,Electronics,Tablets,114,294,1.69,SKU-ELE-00336,2023-05-30
PROD_00000337,Board Games - Up-sized fresh-thinking policy,Toys,Board Games,283,487,1.26,SKU-TOY-00337,2025-01-13
PROD_00000338,Running - Automated optimal superstructure,Sports,Running,5911,13094,4.65,SKU-SPO-00338,2023-09-22
PROD_00000339,Fiction - Re-contextualized exuding framework,Books,Fiction,117,349,0.94,SKU-BOO-00339,2021-09-11
PROD_00000340,Action Figures - Compatible web-enabled framework,Toys,Action Figures,781,2153,2.5,SKU-TOY-00340,2023-05-07
PROD_00000341,Action Figures - Proactive high-level database,Toys,Action Figures,49,71,0.51,SKU-TOY-00341,2022-08-29
PROD_00000342,Textbooks - Virtual leadingedge interface,Books,Textbooks,956,2390,16.02,SKU-BOO-00342,2024-02-18
PROD_00000343,Team Sports - Exclusive web-enabled knowledge user,Sports,Team Sports,165,311,1.3,SKU-SPO-00343,2020-10-23
PROD_00000344,Jackets - Virtual next generation strategy,Clothing,Jackets,603,791,1.66,SKU-CLO-00344,2019-02-02
PROD_00000345,Decor - Enhanced grid-enabled instruction set,Home & Garden,Decor,110,218,8.63,SKU-HOM-00345,2023-12-22
PROD_00000346,Action Figures - Implemented zero administration migration,Toys,Action Figures,539,915,0.92,SKU-TOY-00346,2024-10-21
PROD_00000347,Outdoor Gear - Multi-channeled needs-based interface,Sports,Outdoor Gear,162,436,8.74,SKU-SPO-00347,2024-03-04
PROD_00000348,Textbooks - Integrated modular Internet solution,Books,Textbooks,197,369,1.09,SKU-BOO-00348,2022-03-02
PROD_00000349,Makeup - Operative optimal help-desk,Beauty,Makeup,627,1697,3.23,SKU-BEA-00349,2019-03-02
PROD_00000350,Sauces - Switchable fresh-thinking service-desk,Food & Gourmet,Sauces,262,340,0.93,SKU-FOO-00350,2023-03-24
PROD_00000351,Lighting - Proactive mobile success,Home & Garden,Lighting,590,1075,0.42,SKU-HOM-00351,2019-09-29
PROD_00000352,Skincare - Adaptive fresh-thinking capability,Beauty,Skincare,333,569,2.5,SKU-BEA-00352,2025-04-12
PROD_00000353,Puzzles - Realigned incremental hierarchy,Toys,Puzzles,431,731,3.13,SKU-TOY-00353,2022-04-14
PROD_00000354,Coffee & Tea - Business-focused hybrid Local Area Network,Food & Gourmet,Coffee & Tea,629,890,0.44,SKU-FOO-00354,2023-12-12
PROD_00000355,Furniture - Right-sized upward-trending time-frame,Home & Garden,Furniture,284,459,1.21,SKU-HOM-00355,2022-02-28
PROD_00000356,Textbooks - Reduced incremental focus group,Books,Textbooks,149,334,5.48,SKU-BOO-00356,2022-01-30
PROD_00000357,Skincare - Mandatory asymmetric attitude,Beauty,Skincare,236,423,3.0,SKU-BEA-00357,2019-11-06
PROD_00000358,Coffee & Tea - Multi-layered optimal project,Food & Gourmet,Coffee & Tea,1332,2676,1.11,SKU-FOO-00358,2022-08-08
PROD_00000359,Organic - Adaptive foreground pricing structure,Food & Gourmet,Organic,453,879,0.91,SKU-FOO-00359,2023-10-12
PROD_00000360,Cycling - Devolved full-range installation,Sports,Cycling,173,482,11.57,SKU-SPO-00360,2019-12-04
PROD_00000361,Fitness Equipment - Profit-focused logistical ability,Sports,Fitness Equipment,602,1709,0.39,SKU-SPO-00361,2019-01-10
PROD_00000362,Cameras - Integrated composite interface,Electronics,Cameras,644,1376,1.55,SKU-ELE-00362,2019-02-18
PROD_00000363,Decor - Fundamental homogeneous pricing structure,Home & Garden,Decor,678,1261,0.38,SKU-HOM-00363,2023-02-19
PROD_00000364,Jackets - Proactive regional help-desk,Clothing,Jackets,151,223,6.14,SKU-CLO-00364,2022-09-06
PROD_00000365,Jackets - Balanced upward-trending moratorium,Clothing,Jackets,203,592,1.64,SKU-CLO-00365,2020-12-31
PROD_00000366,Bedding - Business-focused zero tolerance time-frame,Home & Garden,Bedding,205,287,1.97,SKU-HOM-00366,2021-03-05
PROD_00000367,Puzzles - Innovative system-worthy infrastructure,Toys,Puzzles,281,507,26.28,SKU-TOY-00367,2023-07-07
PROD_00000368,Children's - Open-source 24hour solution,Books,Children's,691,1248,0.91,SKU-BOO-00368,2019-05-13
PROD_00000369,Smartphones - Self-enabling human-resource definition,Electronics,Smartphones,542,999,9.47,SKU-ELE-00369,2024-10-31
PROD_00000370,Comics - Profit-focused tertiary toolset,Books,Comics,587,927,1.12,SKU-BOO-00370,2024-10-05
PROD_00000371,Coffee & Tea - Enterprise-wide motivating hub,Food & Gourmet,Coffee & Tea,1562,4110,1.31,SKU-FOO-00371,2020-01-11
PROD_00000372,Organic - Automated transitional frame,Food & Gourmet,Organic,803,1211,23.06,SKU-FOO-00372,2019-09-28
PROD_00000373,Organic - Customer-focused intangible circuit,Food & Gourmet,Organic,350,832,1.4,SKU-FOO-00373,2023-02-15
PROD_00000374,Fiction - Virtual maximized groupware,Books,Fiction,123,185,0.42,SKU-BOO-00374,2024-11-28
PROD_00000375,Building Sets - Adaptive responsive productivity,Toys,Building Sets,197,279,2.19,SKU-TOY-00375,2019-03-17
PROD_00000376,Tablets - Diverse 4thgeneration productivity,Electronics,Tablets,310,882,1.39,SKU-ELE-00376,2024-05-10
PROD_00000377,Activewear - Seamless cohesive contingency,Clothing,Activewear,924,1499,2.38,SKU-CLO-00377,2023-07-25
PROD_00000378,Children's - Managed context-sensitive budgetary management,Books,Children's,392,1056,1.44,SKU-BOO-00378,2019-11-25
PROD_00000379,Bedding - Enterprise-wide zero administration time-frame,Home & Garden,Bedding,209,465,15.11,SKU-HOM-00379,2024-12-09
PROD_00000380,Cycling - Face-to-face next generation access,Sports,Cycling,193,276,2.88,SKU-SPO-00380,2019-02-10
PROD_00000381,Jeans - Enhanced optimal service-desk,Clothing,Jeans,376,1099,0.56,SKU-CLO-00381,2022-04-05
PROD_00000382,Children's - Up-sized executive firmware,Books,Children's,982,1688,1.87,SKU-BOO-00382,2025-05-15
PROD_00000383,Sauces - Total homogeneous challenge,Food & Gourmet,Sauces,1980,5467,0.74,SKU-FOO-00383,2024-08-18
PROD_00000384,Jeans - Proactive homogeneous encryption,Clothing,Jeans,328,520,1.29,SKU-CLO-00384,2019-01-13
PROD_00000385,Shoes - Inverse uniform attitude,Clothing,Shoes,385,1059,0.66,SKU-CLO-00385,2021-07-12
PROD_00000386,Decor - Implemented multimedia Local Area Network,Home & Garden,Decor,119,157,13.56,SKU-HOM-00386,2024-01-17
PROD_00000387,Dolls - Fundamental optimizing leverage,Toys,Dolls,2805,6086,0.83,SKU-TOY-00387,2022-05-17
PROD_00000388,Non-Fiction - Self-enabling background functionalities,Books,Non-Fiction,99,258,3.28,SKU-BOO-00388,2022-04-29
PROD_00000389,Outdoor Gear - Synchronized bandwidth-monitored capacity,Sports,Outdoor Gear,1302,3761,1.19,SKU-SPO-00389,2020-10-14
PROD_00000390,Running - Synergistic radical groupware,Sports,Running,279,793,0.52,SKU-SPO-00390,2023-08-31
PROD_00000391,Jackets - Grass-roots holistic system engine,Clothing,Jackets,221,595,2.01,SKU-CLO-00391,2020-09-12
PROD_00000392,Team Sports - Realigned radical encoding,Sports,Team Sports,132,370,2.46,SKU-SPO-00392,2024-05-16
PROD_00000393,Building Sets - Upgradable needs-based functionalities,Toys,Building Sets,4491,7359,2.88,SKU-TOY-00393,2023-07-04
PROD_00000394,Jackets - Face-to-face responsive emulation,Clothing,Jackets,503,896,0.12,SKU-CLO-00394,2025-02-21
PROD_00000395,Smartphones - Managed motivating protocol,Electronics,Smartphones,412,737,0.48,SKU-ELE-00395,2020-02-21
PROD_00000396,Running - Implemented object-oriented portal,Sports,Running,979,1900,4.3,SKU-SPO-00396,2020-10-25
PROD_00000397,Garden Tools - Self-enabling real-time software,Home & Garden,Garden Tools,210,413,0.65,SKU-HOM-00397,2023-11-14
PROD_00000398,Skincare - Seamless web-enabled architecture,Beauty,Skincare,404,899,2.02,SKU-BEA-00398,2022-10-11
PROD_00000399,Cycling - Optional optimizing hardware,Sports,Cycling,426,669,0.47,SKU-SPO-00399,2019-05-28
PROD_00000400,Running - Face-to-face grid-enabled task-force,Sports,Running,241,596,3.43,SKU-SPO-00400,2024-08-07
PROD_00000401,Smartphones - Stand-alone secondary policy,Electronics,Smartphones,1338,2120,4.18,SKU-ELE-00401,2022-10-20
PROD_00000402,Outdoor Gear - Universal global circuit,Sports,Outdoor Gear,324,592,3.43,SKU-SPO-00402,2023-09-22
PROD_00000403,Running - Devolved neutral structure,Sports,Running,85,183,4.63,SKU-SPO-00403,2020-02-06
PROD_00000404,Bedding - Phased solution-oriented service-desk,Home & Garden,Bedding,298,790,7.88,SKU-HOM-00404,2023-02-24
PROD_00000405,Kitchen - Inverse attitude-oriented capacity,Home & Garden,Kitchen,517,1322,0.51,SKU-HOM-00405,2024-07-24
PROD_00000406,Activewear - Adaptive object-oriented solution,Clothing,Activewear,165,395,0.75,SKU-CLO-00406,2019-08-17
PROD_00000407,Kitchen - Balanced asymmetric neural-net,Home & Garden,Kitchen,178,278,4.05,SKU-HOM-00407,2023-05-18
PROD_00000408,Tablets - Cross-group modular secured line,Electronics,Tablets,233,519,5.1,SKU-ELE-00408,2019-09-25
PROD_00000409,Textbooks - Innovative web-enabled orchestration,Books,Textbooks,1368,1981,0.84,SKU-BOO-00409,2022-11-29
PROD_00000410,Cycling - Persevering dynamic throughput,Sports,Cycling,247,479,0.78,SKU-SPO-00410,2023-12-22
PROD_00000411,Lighting - Cloned bottom-line artificial intelligence,Home & Garden,Lighting,1684,3373,0.86,SKU-HOM-00411,2021-10-31
PROD_00000412,Furniture - Horizontal real-time interface,Home & Garden,Furniture,218,298,0.33,SKU-HOM-00412,2022-09-05
PROD_00000413,Nail Care - Front-line demand-driven interface,Beauty,Nail Care,558,985,0.46,SKU-BEA-00413,2019-05-06
PROD_00000414,Decor - Assimilated non-volatile moratorium,Home & Garden,Decor,258,754,0.47,SKU-HOM-00414,2025-06-11
PROD_00000415,Board Games - Seamless transitional attitude,Toys,Board Games,857,2503,1.23,SKU-TOY-00415,2023-09-22
PROD_00000416,Lighting - Business-focused foreground secured line,Home & Garden,Lighting,131,248,2.16,SKU-HOM-00416,2022-01-17
PROD_00000417,Decor - Adaptive executive service-desk,Home & Garden,Decor,847,1163,2.54,SKU-HOM-00417,2022-10-07
PROD_00000418,Headphones - Versatile fresh-thinking portal,Electronics,Headphones,452,725,0.99,SKU-ELE-00418,2020-11-19
PROD_00000419,Makeup - Versatile human-resource productivity,Beauty,Makeup,212,416,1.02,SKU-BEA-00419,2022-07-04
PROD_00000420,Snacks - Customer-focused regional projection,Food & Gourmet,Snacks,341,992,1.87,SKU-FOO-00420,2022-05-17
PROD_00000421,Coffee & Tea - Organized solution-oriented flexibility,Food & Gourmet,Coffee & Tea,1870,2879,0.37,SKU-FOO-00421,2019-10-08
PROD_00000422,Decor - Centralized 4thgeneration strategy,Home & Garden,Decor,463,1202,4.3,SKU-HOM-00422,2020-03-18
PROD_00000423,Dolls - Multi-lateral reciprocal matrix,Toys,Dolls,199,295,5.96,SKU-TOY-00423,2024-02-07
PROD_00000424,Organic - Multi-lateral zero-defect model,Food & Gourmet,Organic,120,356,0.88,SKU-FOO-00424,2021-04-16
PROD_00000425,Fitness Equipment - Expanded empowering service-desk,Sports,Fitness Equipment,668,1301,1.11,SKU-SPO-00425,2020-01-24
PROD_00000426,Cycling - Implemented heuristic policy,Sports,Cycling,490,1282,5.72,SKU-SPO-00426,2020-09-08
PROD_00000427,Children's - User-centric encompassing concept,Books,Children's,808,1520,1.46,SKU-BOO-00427,2019-05-27
PROD_00000428,Puzzles - Cross-group 3rdgeneration structure,Toys,Puzzles,93,220,2.97,SKU-TOY-00428,2020-06-04
PROD_00000429,Outdoor Gear - Innovative cohesive adapter,Sports,Outdoor Gear,124,201,1.5,SKU-SPO-00429,2020-09-21
PROD_00000430,Garden Tools - Synergistic multimedia frame,Home & Garden,Garden Tools,1270,1966,7.82,SKU-HOM-00430,2024-12-31
PROD_00000431,Cycling - Cross-group multimedia contingency,Sports,Cycling,561,1623,2.69,SKU-SPO-00431,2019-10-16
PROD_00000432,Comics - Quality-focused responsive installation,Books,Comics,687,1964,2.85,SKU-BOO-00432,2022-11-10
PROD_00000433,Children's - Inverse encompassing open system,Books,Children's,154,432,2.9,SKU-BOO-00433,2019-01-14
PROD_00000434,Building Sets - Automated maximized neural-net,Toys,Building Sets,151,356,0.95,SKU-TOY-00434,2019-09-14
PROD_00000435,Fitness Equipment - Organic context-sensitive Graphic Interface,Sports,Fitness Equipment,1087,2906,1.04,SKU-SPO-00435,2023-09-18
PROD_00000436,Organic - Managed 5thgeneration strategy,Food & Gourmet,Organic,1139,1614,3.56,SKU-FOO-00436,2022-11-24
